x,y,Potential,Electrons,Holes
0.5428229405136095,0.15000000000000002,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5428229405136095,0.2,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5428229405136095,0.25,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5428229405136095,0.3,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5428229405136095,0.35,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5428229405136095,0.39999999999999997,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5428229405136095,0.44999999999999996,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5428229405136095,0.5,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5708907004928575,0.0,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5708907004928575,0.05,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5708907004928575,0.1,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5708907004928575,0.15000000000000002,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5708907004928575,0.2,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5708907004928575,0.25,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5708907004928575,0.3,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5708907004928575,0.35,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5708907004928575,0.39999999999999997,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5708907004928575,0.44999999999999996,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5708907004928575,0.5,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5978244095638532,0.0,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5978244095638532,0.05,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5978244095638532,0.1,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5978244095638532,0.15000000000000002,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5978244095638532,0.2,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5978244095638532,0.25,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5978244095638532,0.3,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5978244095638532,0.35,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5978244095638532,0.39999999999999997,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5978244095638532,0.44999999999999996,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.5978244095638532,0.5,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6236698879653136,0.0,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6236698879653136,0.05,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6236698879653136,0.1,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6236698879653136,0.15000000000000002,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6236698879653136,0.2,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6236698879653136,0.25,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6236698879653136,0.3,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6236698879653136,0.35,-0.35764323589921576,9999.99999999,1.000000000001e+16
